competitor_offer_id,competitor_name,customer_segment,industry,region,product_id,product_name,product_type,currency,tenor,benchmark_index,competitor_margin_pct,competitor_total_rate_pct,processing_fee_pct,early_settlement_fee_pct,valid_from,valid_to,source_document_id,source_document_name,confidence_score_pct,source_system,source_file_name,ingestion_batch_id,ingestion_timestamp
COMP0016,Dubai Islamic Bank,SME,Logistics,Abu Dhabi,PROD002,Term Loan,Loan,AED,24M,EIBOR,1.95,7.65,0.15,1.00,2026-06-01,2026-06-30,DOC_COMP_003,RM_Competitor_Offer_Emails_Jun_2026.msg,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0017,Emirates NBD,SME,Healthcare,Dubai,PROD002,Term Loan,Loan,AED,36M,EIBOR,2.05,7.90,0.20,1.00,2026-06-01,2026-06-30,DOC_COMP_001,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0018,Dubai Islamic Bank,SME,Energy,Abu Dhabi,PROD002,Term Loan,Loan,AED,36M,EIBOR,1.80,7.65,0.20,1.00,2026-06-01,2026-06-30,DOC_COMP_004,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0019,Dubai Islamic Bank,Corporate,Technology,Abu Dhabi,PROD002,Term Loan,Loan,AED,12M,EIBOR,2.05,7.60,0.20,1.00,2026-06-01,2026-06-30,DOC_COMP_003,RM_Competitor_Offer_Emails_Jun_2026.msg,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0020,HSBC UAE,Corporate,Energy,Ajman,PROD002,Term Loan,Loan,AED,12M,EIBOR,1.95,7.50,0.15,0.50,2026-06-01,2026-06-30,DOC_COMP_002,Competitor_Rate_Market_Scan_Jun_2026.pdf,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0021,Emirates NBD,Corporate,Healthcare,Ras Al Khaimah,PROD002,Term Loan,Loan,AED,24M,EIBOR,2.05,7.75,0.20,0.50,2026-06-01,2026-06-30,DOC_COMP_001,Public_Tariff_Benchmark_Q2_2026.xlsx,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0022,HSBC UAE,Corporate,Manufacturing,Dubai,PROD002,Term Loan,Loan,AED,24M,EIBOR,1.75,7.45,0.25,0.50,2026-06-01,2026-06-30,DOC_COMP_002,RM_Competitor_Offer_Emails_Jun_2026.msg,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0023,ADCB,Corporate,Marine Services,Abu Dhabi,PROD002,Term Loan,Loan,AED,36M,EIBOR,1.75,7.60,0.30,0.75,2026-06-01,2026-06-30,DOC_COMP_002,Competitor_Rate_Market_Scan_Jun_2026.pdf,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0024,HSBC UAE,Corporate,Technology,Sharjah,PROD002,Term Loan,Loan,AED,36M,EIBOR,2.20,8.05,0.30,0.75,2026-06-01,2026-06-30,DOC_COMP_004,Public_Tariff_Benchmark_Q2_2026.xlsx,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0025,Standard Chartered UAE,SME,Technology,Sharjah,PROD003,Trade Finance LC,Trade Finance,AED,3M,EIBOR,0.95,6.20,0.15,0.50,2026-06-01,2026-06-30,DOC_COMP_002,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0026,Emirates NBD,SME,Technology,Abu Dhabi,PROD003,Trade Finance LC,Trade Finance,AED,3M,EIBOR,1.10,6.35,0.25,0.75,2026-06-01,2026-06-30,DOC_COMP_002,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0027,HSBC UAE,SME,Energy,Dubai,PROD003,Trade Finance LC,Trade Finance,AED,6M,EIBOR,0.95,6.35,0.15,0.50,2026-06-01,2026-06-30,DOC_COMP_002,RM_Competitor_Offer_Emails_Jun_2026.msg,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0028,Emirates NBD,SME,Healthcare,Ajman,PROD003,Trade Finance LC,Trade Finance,AED,6M,EIBOR,1.30,6.70,0.15,0.50,2026-06-01,2026-06-30,DOC_COMP_004,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0029,Dubai Islamic Bank,SME,Technology,Ras Al Khaimah,PROD003,Trade Finance LC,Trade Finance,AED,12M,EIBOR,1.20,6.75,0.30,0.50,2026-06-01,2026-06-30,DOC_COMP_002,RM_Competitor_Offer_Emails_Jun_2026.msg,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0030,Mashreq Bank,SME,Energy,Dubai,PROD003,Trade Finance LC,Trade Finance,AED,12M,EIBOR,0.95,6.50,0.25,0.50,2026-06-01,2026-06-30,DOC_COMP_001,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0031,HSBC UAE,Corporate,Trading,Ras Al Khaimah,PROD003,Trade Finance LC,Trade Finance,AED,3M,EIBOR,0.90,6.15,0.15,0.50,2026-06-01,2026-06-30,DOC_COMP_001,Public_Tariff_Benchmark_Q2_2026.xlsx,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0032,Standard Chartered UAE,Corporate,Healthcare,Ajman,PROD003,Trade Finance LC,Trade Finance,AED,3M,EIBOR,1.35,6.60,0.15,1.00,2026-06-01,2026-06-30,DOC_COMP_002,Public_Tariff_Benchmark_Q2_2026.xlsx,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0033,HSBC UAE,Corporate,Energy,Sharjah,PROD003,Trade Finance LC,Trade Finance,AED,6M,EIBOR,1.10,6.50,0.25,0.50,2026-06-01,2026-06-30,DOC_COMP_003,Competitor_Rate_Market_Scan_Jun_2026.pdf,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0034,Emirates NBD,Corporate,Retail,Sharjah,PROD003,Trade Finance LC,Trade Finance,AED,6M,EIBOR,1.10,6.50,0.30,0.75,2026-06-01,2026-06-30,DOC_COMP_001,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0035,HSBC UAE,Corporate,Manufacturing,Ras Al Khaimah,PROD003,Trade Finance LC,Trade Finance,AED,12M,EIBOR,0.75,6.30,0.20,1.00,2026-06-01,2026-06-30,DOC_COMP_003,Competitor_Rate_Market_Scan_Jun_2026.pdf,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0036,Standard Chartered UAE,Corporate,Healthcare,Sharjah,PROD003,Trade Finance LC,Trade Finance,AED,12M,EIBOR,0.75,6.30,0.25,0.50,2026-06-01,2026-06-30,DOC_COMP_004,Public_Tariff_Benchmark_Q2_2026.xlsx,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0037,HSBC UAE,SME,Energy,Sharjah,PROD004,Invoice Discounting,Trade Finance,AED,1M,EIBOR,1.20,6.25,0.15,0.50,2026-06-01,2026-06-30,DOC_COMP_003,Competitor_Rate_Market_Scan_Jun_2026.pdf,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0038,Standard Chartered UAE,SME,Energy,Abu Dhabi,PROD004,Invoice Discounting,Trade Finance,AED,1M,EIBOR,1.80,6.85,0.25,0.75,2026-06-01,2026-06-30,DOC_COMP_002,Public_Tariff_Benchmark_Q2_2026.xlsx,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0039,ADCB,SME,Marine Services,Sharjah,PROD004,Invoice Discounting,Trade Finance,AED,3M,EIBOR,1.65,6.90,0.15,0.50,2026-06-01,2026-06-30,DOC_COMP_004,RM_Competitor_Offer_Emails_Jun_2026.msg,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0040,Dubai Islamic Bank,SME,Logistics,Abu Dhabi,PROD004,Invoice Discounting,Trade Finance,AED,3M,EIBOR,1.20,6.45,0.25,0.50,2026-06-01,2026-06-30,DOC_COMP_004,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0041,HSBC UAE,SME,Manufacturing,Abu Dhabi,PROD004,Invoice Discounting,Trade Finance,AED,6M,EIBOR,1.20,6.60,0.15,0.75,2026-06-01,2026-06-30,DOC_COMP_002,RM_Competitor_Offer_Emails_Jun_2026.msg,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0042,Emirates NBD,SME,Construction,Sharjah,PROD004,Invoice Discounting,Trade Finance,AED,6M,EIBOR,1.20,6.60,0.15,0.75,2026-06-01,2026-06-30,DOC_COMP_002,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0043,Standard Chartered UAE,Corporate,Energy,Ajman,PROD004,Invoice Discounting,Trade Finance,AED,1M,EIBOR,1.25,6.30,0.20,0.50,2026-06-01,2026-06-30,DOC_COMP_002,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0044,Emirates NBD,Corporate,Retail,Sharjah,PROD004,Invoice Discounting,Trade Finance,AED,1M,EIBOR,1.00,6.05,0.30,1.00,2026-06-01,2026-06-30,DOC_COMP_002,RM_Competitor_Offer_Emails_Jun_2026.msg,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0045,Standard Chartered UAE,Corporate,Trading,Ajman,PROD004,Invoice Discounting,Trade Finance,AED,3M,EIBOR,1.35,6.60,0.20,0.50,2026-06-01,2026-06-30,DOC_COMP_004,RM_Competitor_Offer_Emails_Jun_2026.msg,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0046,Emirates NBD,Corporate,Healthcare,Dubai,PROD004,Invoice Discounting,Trade Finance,AED,3M,EIBOR,1.15,6.40,0.20,0.75,2026-06-01,2026-06-30,DOC_COMP_003,RM_Competitor_Offer_Emails_Jun_2026.msg,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0047,Dubai Islamic Bank,Corporate,Energy,Ajman,PROD004,Invoice Discounting,Trade Finance,AED,6M,EIBOR,1.60,7.00,0.25,0.50,2026-06-01,2026-06-30,DOC_COMP_001,RM_Competitor_Offer_Emails_Jun_2026.msg,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0048,Standard Chartered UAE,Corporate,Construction,Dubai,PROD004,Invoice Discounting,Trade Finance,AED,6M,EIBOR,1.45,6.85,0.15,1.00,2026-06-01,2026-06-30,DOC_COMP_004,RM_Competitor_Offer_Emails_Jun_2026.msg,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0049,Mashreq Bank,SME,Manufacturing,Ajman,PROD005,Overdraft Facility,Loan,AED,1M,EIBOR,2.55,7.60,0.20,0.75,2026-06-01,2026-06-30,DOC_COMP_001,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0050,HSBC UAE,SME,Energy,Ras Al Khaimah,PROD005,Overdraft Facility,Loan,AED,1M,EIBOR,2.10,7.15,0.20,0.75,2026-06-01,2026-06-30,DOC_COMP_004,Competitor_Rate_Market_Scan_Jun_2026.pdf,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0051,HSBC UAE,SME,Manufacturing,Sharjah,PROD005,Overdraft Facility,Loan,AED,3M,EIBOR,2.70,7.95,0.25,1.00,2026-06-01,2026-06-30,DOC_COMP_004,RM_Competitor_Offer_Emails_Jun_2026.msg,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0052,Dubai Islamic Bank,SME,Construction,Ras Al Khaimah,PROD005,Overdraft Facility,Loan,AED,3M,EIBOR,2.70,7.95,0.20,0.50,2026-06-01,2026-06-30,DOC_COMP_004,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0053,Standard Chartered UAE,SME,Construction,Ajman,PROD005,Overdraft Facility,Loan,AED,6M,EIBOR,2.55,7.95,0.15,0.75,2026-06-01,2026-06-30,DOC_COMP_003,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0054,ADCB,SME,Logistics,Ajman,PROD005,Overdraft Facility,Loan,AED,6M,EIBOR,2.55,7.95,0.30,0.75,2026-06-01,2026-06-30,DOC_COMP_002,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0055,Standard Chartered UAE,Corporate,Manufacturing,Sharjah,PROD005,Overdraft Facility,Loan,AED,1M,EIBOR,2.50,7.55,0.25,0.50,2026-06-01,2026-06-30,DOC_COMP_002,Public_Tariff_Benchmark_Q2_2026.xlsx,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0056,ADCB,Corporate,Healthcare,Abu Dhabi,PROD005,Overdraft Facility,Loan,AED,1M,EIBOR,2.05,7.10,0.15,0.50,2026-06-01,2026-06-30,DOC_COMP_002,RM_Competitor_Offer_Emails_Jun_2026.msg,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0057,Mashreq Bank,Corporate,Healthcare,Ajman,PROD005,Overdraft Facility,Loan,AED,3M,EIBOR,2.50,7.75,0.30,0.75,2026-06-01,2026-06-30,DOC_COMP_002,Competitor_Rate_Market_Scan_Jun_2026.pdf,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0058,Standard Chartered UAE,Corporate,Technology,Abu Dhabi,PROD005,Overdraft Facility,Loan,AED,3M,EIBOR,1.90,7.15,0.20,1.00,2026-06-01,2026-06-30,DOC_COMP_004,Competitor_Rate_Market_Scan_Jun_2026.pdf,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0059,Emirates NBD,Corporate,Marine Services,Ras Al Khaimah,PROD005,Overdraft Facility,Loan,AED,6M,EIBOR,2.05,7.45,0.25,0.75,2026-06-01,2026-06-30,DOC_COMP_004,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0060,Mashreq Bank,Corporate,Marine Services,Ajman,PROD005,Overdraft Facility,Loan,AED,6M,EIBOR,2.05,7.45,0.25,0.50,2026-06-01,2026-06-30,DOC_COMP_003,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0061,Standard Chartered UAE,SME,Marine Services,Dubai,PROD006,USD Term Loan,Loan,USD,12M,SOFR,2.20,7.35,0.25,0.50,2026-06-01,2026-06-30,DOC_COMP_003,RM_Competitor_Offer_Emails_Jun_2026.msg,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0062,ADCB,SME,Manufacturing,Abu Dhabi,PROD006,USD Term Loan,Loan,USD,12M,SOFR,2.40,7.55,0.20,0.50,2026-06-01,2026-06-30,DOC_COMP_004,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0063,Standard Chartered UAE,SME,Technology,Ajman,PROD006,USD Term Loan,Loan,USD,24M,SOFR,1.95,7.25,0.25,1.00,2026-06-01,2026-06-30,DOC_COMP_004,RM_Competitor_Offer_Emails_Jun_2026.msg,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0064,ADCB,SME,Technology,Ajman,PROD006,USD Term Loan,Loan,USD,24M,SOFR,2.10,7.40,0.15,1.00,2026-06-01,2026-06-30,DOC_COMP_004,RM_Competitor_Offer_Emails_Jun_2026.msg,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0065,Dubai Islamic Bank,SME,Technology,Ras Al Khaimah,PROD006,USD Term Loan,Loan,USD,36M,SOFR,2.30,7.70,0.20,0.75,2026-06-01,2026-06-30,DOC_COMP_002,RM_Competitor_Offer_Emails_Jun_2026.msg,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0066,Standard Chartered UAE,SME,Trading,Ajman,PROD006,USD Term Loan,Loan,USD,36M,SOFR,2.30,7.70,0.25,1.00,2026-06-01,2026-06-30,DOC_COMP_004,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0067,Mashreq Bank,Corporate,Energy,Dubai,PROD006,USD Term Loan,Loan,USD,12M,SOFR,2.20,7.35,0.30,1.00,2026-06-01,2026-06-30,DOC_COMP_001,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
COMP0068,ADCB,Corporate,Marine Services,Abu Dhabi,PROD006,USD Term Loan,Loan,USD,12M,SOFR,1.90,7.05,0.15,0.75,2026-06-01,2026-06-30,DOC_COMP_004,RM_Competitor_Offer_Emails_Jun_2026.msg,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01T10:00:00+04:00
